det(VALLEY-3, THE-1)
rcmod(last-4, saw-8)
prep(saw-8, of-9)
det(country-12, the-10)
amod(country-12, strange-11)
pobj(of-9, country-12)
prep(country-12, of-13)
det(monkeys-15, the-14)
pobj(of-13, monkeys-15)
mark(carried-20, for-17)
det(wind-19, the-18)
nsubj(carried-20, wind-19)
advcl(saw-8, carried-20)
poss(kite-22, his-21)
dobj(carried-20, kite-22)
advmod(carried-20, straight-23)
advmod(carried-20, back-24)
prep(carried-20, to-25)
det(Valley-27, the-26)
pobj(to-25, Valley-27)
prep(Valley-27, of-28)
pobj(of-28, Mo.-29)

advmod(found-3, When-1)
nsubj(found-3, Zingle-2)
advcl(took-12, found-3)
dobj(found-3, himself-4)
prep(found-3, above-5)
poss(father-7, his-6)
poss(palace-9, father-7)
possessive(father-7, 's-8)
pobj(above-5, palace-9)
nsubj(took-12, he-11)
root(ROOT-0, took-12)
prt(took-12, out-13)
poss(pocket-knife-15, his-14)
dobj(took-12, pocket-knife-15)
cc(took-12, and-16)
conj(took-12, cut-17)
det(string-19, the-18)
dobj(cut-17, string-19)
prep(string-19, of-20)
det(kite-22, the-21)
pobj(of-20, kite-22)
cc(took-12, and-24)
advmod(fell-26, immediately-25)
conj(took-12, fell-26)
dobj(fell-26, head-27)
advmod(fell-26, foremost-28)
prep(fell-26, into-29)
det(pond-31, a-30)
pobj(into-29, pond-31)
prep(pond-31, of-32)
pobj(of-32, custard-33)
nsubj(lay-35, that-34)
rcmod(pond-31, lay-35)
prep(lay-35, in-36)
det(yard-39, the-37)
amod(yard-39, back-38)
pobj(in-36, yard-39)
advmod(dived-43, where-41)
nsubj(dived-43, he-42)
rcmod(yard-39, dived-43)
prep(dived-43, through-44)
det(island-47, a-45)
amod(island-47, floating-46)
pobj(through-44, island-47)
prep(island-47, of-48)
amod(cream-50, whipped-49)
pobj(of-48, cream-50)
cc(took-12, and-51)
conj(took-12, disappeared-52)
prep(disappeared-52, from-53)
pobj(from-53, view-54)

nsubj(frightened-16, Nuphsed-1)
nsubj(sitting-5, who-3)
aux(sitting-5, was-4)
rcmod(Nuphsed-1, sitting-5)
prep(sitting-5, on-6)
det(bank-8, the-7)
pobj(on-6, bank-8)
prep(bank-8, of-9)
det(lake-12, the-10)
amod(lake-12, custard-11)
pobj(of-9, lake-12)
cop(frightened-16, was-14)
advmod(frightened-16, nearly-15)
root(ROOT-0, frightened-16)
prep(frightened-16, into-17)
pobj(into-17, fits-18)
prep(frightened-16, by-19)
det(sight-21, this-20)
pobj(by-19, sight-21)
cc(frightened-16, and-23)
nsubj(ran-25, he-24)
conj(frightened-16, ran-25)
aux(tell-27, to-26)
xcomp(ran-25, tell-27)
det(King-29, the-28)
dobj(tell-27, King-29)
mark(fallen-35, that-30)
det(meteor-33, a-31)
amod(meteor-33, new-32)
nsubj(fallen-35, meteor-33)
aux(fallen-35, had-34)
ccomp(tell-27, fallen-35)
cc(fallen-35, and-36)
conj(fallen-35, ruined-37)
dobj(fallen-35, one-38)
prep(one-38, of-39)
poss(islands-42, his-40)
amod(islands-42, floating-41)
pobj(of-39, islands-42)

nsubj(rushed-9, Thereupon-1)
det(monarch-3, the-2)
dep(Thereupon-1, monarch-3)
cc(Thereupon-1, and-4)
conj(Thereupon-1, several-5)
prep(several-5, of-6)
poss(courtiers-8, his-7)
pobj(of-6, courtiers-8)
root(ROOT-0, rushed-9)
prt(rushed-9, out-10)
cc(rushed-9, and-11)
conj(rushed-9, found-12)
nn(Zingle-14, Prince-13)
dobj(found-12, Zingle-14)
vmod(Zingle-14, swimming-15)
advmod(swimming-15, ashore-16)
cc(rushed-9, and-18)
det(King-20, the-19)
nsubj(delighted-23, King-20)
cop(delighted-23, was-21)
advmod(delighted-23, so-22)
conj(rushed-9, delighted-23)
prep(delighted-23, at-24)
pcomp(at-24, seeing-25)
poss(son-28, his-26)
amod(son-28, lost-27)
dobj(seeing-25, son-28)
advmod(seeing-25, again-29)
mark(clasped-32, that-30)
nsubj(clasped-32, he-31)
ccomp(delighted-23, clasped-32)
dobj(clasped-32, him-33)
advmod(clasped-32, joyfully-34)
prep(clasped-32, in-35)
poss(arms-37, his-36)
pobj(in-35, arms-37)

det(moment-3, The-1)
amod(moment-3, next-2)
nsubjpass(smeared-15, moment-3)
nsubj(regretted-5, he-4)
rcmod(moment-3, regretted-5)
det(act-7, this-6)
dobj(regretted-5, act-7)
prep(regretted-5, for-9)
poss(robe-13, his-10)
amod(robe-13, best-11)
amod(robe-13, ermine-12)
pobj(for-9, robe-13)
auxpass(smeared-15, was-14)
root(ROOT-0, smeared-15)
poss(length-18, its-16)
amod(length-18, whole-17)
dobj(smeared-15, length-18)
prep(smeared-15, with-19)
pobj(with-19, custard-20)
cc(smeared-15, and-22)
aux(need-24, would-23)
conj(smeared-15, need-24)
amod(cleaning-26, considerable-25)
dobj(need-24, cleaning-26)
mark(fit-31, before-27)
nsubj(fit-31, it-28)
aux(fit-31, would-29)
cop(fit-31, be-30)
advcl(need-24, fit-31)
aux(wear-33, to-32)
xcomp(fit-31, wear-33)
advmod(wear-33, again-34)

det(Prince-2, The-1)
nsubj(changed-7, Prince-2)
cc(Prince-2, and-3)
det(King-5, the-4)
conj(Prince-2, King-5)
advmod(changed-7, soon-6)
root(ROOT-0, changed-7)
poss(clothes-9, their-8)
dobj(changed-7, clothes-9)
cc(changed-7, and-11)
advmod(was-14, then-12)
expl(was-14, there-13)
conj(changed-7, was-14)
advmod(rejoicing-16, much-15)
acomp(was-14, rejoicing-16)
prep(was-14, throughout-17)
det(land-19, the-18)
pobj(throughout-17, land-19)

prep(asked-7, Of-1)
pobj(Of-1, course-2)
det(Zingle-6, the-3)
amod(Zingle-6, first-4)
nn(Zingle-6, thing-5)
nsubj(asked-7, Zingle-6)
root(ROOT-0, asked-7)
mark(something-10, for-8)
cop(something-10, was-9)
advcl(asked-7, something-10)
aux(eat-12, to-11)
vmod(something-10, eat-12)
cc(asked-7, and-14)
advmod(long-16, before-15)
advmod(sitting-19, long-16)
nsubj(sitting-19, he-17)
aux(sitting-19, was-18)
conj(asked-7, sitting-19)
prep(sitting-19, at-20)
det(table-22, a-21)
pobj(at-20, table-22)
vmod(table-22, heaped-23)
prep(heaped-23, with-24)
det(sorts-26, all-25)
pobj(with-24, sorts-26)
prep(sorts-26, of-27)
amod(things-29, good-28)
pobj(of-27, things-29)
vmod(table-22, plucked-31)
acomp(plucked-31, fresh-32)
prep(plucked-31, from-33)
det(trees-35, the-34)
pobj(from-33, trees-35)

det(people-2, The-1)
nsubj(crowded-3, people-2)
root(ROOT-0, crowded-3)
prt(crowded-3, around-4)
dobj(crowded-3, him-5)
vmod(crowded-3, demanding-7)
det(tale-9, the-8)
dobj(demanding-7, tale-9)
prep(tale-9, of-10)
poss(adventures-12, his-11)
pobj(of-10, adventures-12)
cc(crowded-3, and-14)
poss(surprise-16, their-15)
nsubj(only-18, surprise-16)
cop(only-18, was-17)
conj(crowded-3, only-18)
amod(only-18, equaled-19)
prep(only-18, by-20)
poss(horror-22, their-21)
pobj(by-20, horror-22)
advmod(learned-25, when-23)
nsubj(learned-25, they-24)
rcmod(horror-22, learned-25)
nsubjpass(captured-29, he-26)
aux(captured-29, had-27)
auxpass(captured-29, been-28)
ccomp(learned-25, captured-29)
prep(captured-29, by-30)
det(band-32, a-31)
pobj(by-30, band-32)
prep(band-32, of-33)
pobj(of-33, monkeys-34)
cc(learned-25, and-36)
conj(learned-25, shut-37)
prt(shut-37, up-38)
prep(shut-37, in-39)
det(cage-41, a-40)
pobj(in-39, cage-41)
mark(thought-45, because-42)
nsubjpass(thought-45, he-43)
auxpass(thought-45, was-44)
ccomp(only-18, thought-45)
aux(beast-51, to-46)
cop(beast-51, be-47)
det(beast-51, a-48)
amod(beast-51, dangerous-49)
amod(beast-51, wild-50)
xcomp(thought-45, beast-51)

nsubjpass(said-3, Experience-1)
auxpass(said-3, is-2)
root(ROOT-0, said-3)
aux(teacher-8, to-4)
cop(teacher-8, be-5)
det(teacher-8, an-6)
amod(teacher-8, excellent-7)
xcomp(said-3, teacher-8)
prep(teacher-8, although-10)
det(one-14, a-11)
advmod(cruel-13, very-12)
amod(one-14, cruel-13)
pobj(although-10, one-14)

nn(Zingle-2, Prince-1)
nsubj(seen-5, Zingle-2)
aux(seen-5, had-3)
advmod(seen-5, now-4)
root(ROOT-0, seen-5)
advmod(seen-5, enough-6)
prep(seen-5, of-7)
amod(countries-9, foreign-8)
pobj(of-7, countries-9)
aux(remain-11, to-10)
xcomp(seen-5, remain-11)
xcomp(remain-11, contented-12)
prep(contented-12, with-13)
poss(Valley-17, his-14)
amod(Valley-17, own-15)
amod(Valley-17, beautiful-16)
pobj(with-13, Valley-17)
cc(seen-5, and-19)
mark(years-25, although-21)
nsubj(years-25, it-22)
cop(years-25, was-23)
amod(years-25, many-24)
advcl(noticed-37, years-25)
mark(attempted-29, before-26)
nsubj(attempted-29, he-27)
advmod(attempted-29, again-28)
advcl(years-25, attempted-29)
aux(fly-31, to-30)
xcomp(attempted-29, fly-31)
det(kite-33, a-32)
dobj(fly-31, kite-33)
nsubjpass(noticed-37, it-35)
auxpass(noticed-37, was-36)
conj(seen-5, noticed-37)
mark(was-52, that-38)
advmod(indulge-45, when-40)
nsubj(indulge-45, he-41)
advmod(indulge-45, at-42)
advmod(at-42, last-43)
aux(indulge-45, did-44)
advcl(was-52, indulge-45)
prep(indulge-45, in-46)
det(sport-48, that-47)
pobj(in-46, sport-48)
det(kite-51, the-50)
nsubj(was-52, kite-51)
ccomp(noticed-37, was-52)
prep(was-52, of-53)
det(size-57, a-54)
advmod(small-56, very-55)
amod(size-57, small-56)
pobj(of-53, size-57)

advmod(PLUM-PUDDING-8, _-1)
det(STOLEN-7, The-2)
nn(STOLEN-7, Thirteenth-3)
nn(STOLEN-7, Surprise-4)
nn(STOLEN-7, _-5)
nn(STOLEN-7, THE-6)
nsubj(PLUM-PUDDING-8, STOLEN-7)
root(ROOT-0, PLUM-PUDDING-8)
det(King-10, The-9)
poss(crop-13, King-10)
possessive(King-10, 's-11)
amod(crop-13, plum-pudding-12)
nsubj(suffered-18, crop-13)
aux(suffered-18, had-14)
prep(suffered-18, for-15)
det(time-17, some-16)
pobj(for-15, time-17)
ccomp(PLUM-PUDDING-8, suffered-18)
prep(suffered-18, from-19)
det(devastations-21, the-20)
pobj(from-19, devastations-21)
prep(devastations-21, of-22)
det(enemy-25, a-23)
amod(enemy-25, secret-24)
pobj(of-22, enemy-25)

det(day-2, Each-1)
tmod(found-11, day-2)
mark(examined-6, as-4)
nsubj(examined-6, he-5)
advcl(found-11, examined-6)
det(vines-8, the-7)
dobj(examined-6, vines-8)
nsubj(found-11, he-10)
root(ROOT-0, found-11)
dobj(found-11, more-12)
cc(more-12, and-13)
conj(more-12, more-14)
prep(more-12, of-15)
det(plum-pudding-17, the-16)
pobj(of-15, plum-pudding-17)
vmod(plum-pudding-17, missing-18)
cc(found-11, and-20)
advmod(called-24, finally-21)
det(monarch-23, the-22)
nsubj(called-24, monarch-23)
conj(found-11, called-24)
poss(Men-27, his-25)
nn(Men-27, Wise-26)
dobj(called-24, Men-27)
advmod(called-24, together-28)
cc(called-24, and-29)
conj(called-24, asked-30)
dobj(asked-30, them-31)
dobj(do-35, what-32)
nsubj(do-35, he-33)
aux(do-35, should-34)
dep(asked-30, do-35)

det(Men-3, The-1)
nn(Men-3, Wise-2)
nsubj(shut-5, Men-3)
advmod(shut-5, immediately-4)
root(ROOT-0, shut-5)
poss(eyes-7, their-6)
dobj(shut-5, eyes-7)
cc(shut-5, and-8)
conj(shut-5, pondered-9)
advmod(long-11, so-10)
advmod(pondered-9, long-11)
prep(pondered-9, over-12)
det(problem-14, the-13)
pobj(over-12, problem-14)
mark(fell-17, that-15)
nsubj(fell-17, they-16)
ccomp(shut-5, fell-17)
advmod(fell-17, fast-18)
acomp(fell-17, asleep-19)

mark(slept-3, While-1)
nsubj(slept-3, they-2)
advcl(stolen-10, slept-3)
advmod(slept-3, still-4)
nsubjpass(stolen-10, more-5)
prep(more-5, of-6)
det(plum-pudding-8, the-7)
pobj(of-6, plum-pudding-8)
auxpass(stolen-10, was-9)
root(ROOT-0, stolen-10)

advmod(awoke-3, When-1)
nsubj(awoke-3, they-2)
advcl(give-26, awoke-3)
det(King-5, the-4)
nsubj(incensed-8, King-5)
cop(incensed-8, was-6)
advmod(incensed-8, justly-7)
ccomp(awoke-3, incensed-8)
cc(awoke-3, and-10)
conj(awoke-3, told-11)
det(Men-14, the-12)
nn(Men-14, Wise-13)
dobj(told-11, Men-14)
mark(discovered-18, that-15)
mark(discovered-18, unless-16)
nsubj(discovered-18, they-17)
advcl(told-11, discovered-18)
det(thief-20, the-19)
dobj(discovered-18, thief-20)
prep(discovered-18, within-21)
num(days-23, three-22)
pobj(within-21, days-23)
nsubj(give-26, he-24)
aux(give-26, would-25)
root(ROOT-0, give-26)
iobj(give-26, them-27)
neg(cake-29, no-28)
dobj(give-26, cake-29)
prep(cake-29, with-30)
poss(ice-cream-32, their-31)
pobj(with-30, ice-cream-32)

det(threat-3, This-1)
amod(threat-3, terrible-2)
nsubj(aroused-6, threat-3)
prep(threat-3, at-4)
pobj(at-4, last-5)
root(ROOT-0, aroused-6)
dobj(aroused-6, them-7)
prep(aroused-6, to-8)
pobj(to-8, action-9)
cc(aroused-6, and-11)
mark(together-15, after-13)
dep(together-15, consulting-14)
dep(aroused-6, together-15)
nsubj(declared-18, they-17)
ccomp(aroused-6, declared-18)
mark(Fox-26, that-19)
prep(Fox-26, in-20)
poss(opinion-22, their-21)
pobj(in-20, opinion-22)
nsubj(Fox-26, it-23)
cop(Fox-26, was-24)
det(Fox-26, the-25)
ccomp(declared-18, Fox-26)
nsubj(stolen-29, that-27)
aux(stolen-29, had-28)
rcmod(Fox-26, stolen-29)
det(pudding-31, the-30)
dobj(stolen-29, pudding-31)

vmod(ordered-6, Hearing-1)
dobj(Hearing-1, this-2)
det(King-5, the-4)
nsubj(ordered-6, King-5)
root(ROOT-0, ordered-6)
prt(ordered-6, out-7)
poss(soldiers-9, his-8)
dobj(ordered-6, soldiers-9)
nsubj(captured-13, who-11)
advmod(captured-13, soon-12)
rcmod(soldiers-9, captured-13)
det(Fox-15, the-14)
dobj(captured-13, Fox-15)
cc(captured-13, and-16)
conj(captured-13, brought-17)
dobj(brought-17, him-18)
prep(brought-17, to-19)
det(palace-21, the-20)
pobj(to-19, palace-21)
advmod(sat-26, where-23)
det(King-25, the-24)
nsubj(sat-26, King-25)
advcl(ordered-6, sat-26)
prep(sat-26, in-27)
pobj(in-27, state-28)
vmod(state-28, surrounded-30)
prep(surrounded-30, by-31)
poss(Men-34, his-32)
nn(Men-34, Wise-33)
pobj(by-31, Men-34)

advmod(ho-3, So-2)
root(ROOT-0, ho-3)

nn(Fox-2, Master-1)
nsubj(caught-12, Fox-2)
parataxis(caught-12, exclaimed-5)
det(King-7, the-6)
nsubj(exclaimed-5, King-7)
nsubj(caught-12, we-10)
aux(caught-12, have-11)
root(ROOT-0, caught-12)
dobj(caught-12, you-13)
prep(caught-12, at-14)
pobj(at-14, last-15)

cc(seems-4, So-2)
nsubj(seems-4, it-3)
ccomp(returned-7, seems-4)
root(ROOT-0, returned-7)
det(Fox-9, the-8)
nsubj(returned-7, Fox-9)
appos(Fox-9, calmly-11)

nn(I-3, May-2)
nsubj(ask-4, I-3)
root(ROOT-0, ask-4)
poss(Majesty-6, your-5)
dobj(ask-4, Majesty-6)
advmod(torn-11, why-7)
nsubjpass(torn-11, I-8)
auxpass(torn-11, am-9)
advmod(torn-11, thus-10)
advcl(ask-4, torn-11)
prep(torn-11, from-12)
poss(home-14, my-13)
pobj(from-12, home-14)
prep(torn-11, from-16)
poss(wife-18, my-17)
pobj(from-16, wife-18)
cc(wife-18, and-19)
conj(wife-18, children-20)
cc(torn-11, and-22)
conj(torn-11, brought-23)
prep(brought-23, before-24)
pobj(before-24, you-25)
prep(brought-23, like-26)
det(criminal-29, any-27)
amod(criminal-29, common-28)
pobj(like-26, criminal-29)

nsubj(stolen-4, You-2)
aux(stolen-4, have-3)
ccomp(answered-9, stolen-4)
det(plum-pudding-6, the-5)
dobj(stolen-4, plum-pudding-6)
root(ROOT-0, answered-9)
det(King-11, the-10)
nsubj(answered-9, King-11)

nsubj(beg-3, I-2)
ccomp(declared-19, beg-3)
poss(Majesty-5, your-4)
poss(pardon-7, Majesty-5)
possessive(Majesty-5, 's-6)
dobj(beg-3, pardon-7)
prep(pardon-7, for-8)
pcomp(for-8, contradicting-9)
dobj(contradicting-9, you-10)
cc(beg-3, but-12)
nsubj(stolen-15, I-13)
aux(stolen-15, have-14)
conj(beg-3, stolen-15)
dobj(stolen-15, nothing-16)
root(ROOT-0, declared-19)
det(Fox-21, the-20)
nsubj(declared-19, Fox-21)

nsubj(prove-5, I-2)
aux(prove-5, can-3)
advmod(prove-5, easily-4)
root(ROOT-0, prove-5)
poss(innocence-7, my-6)
dobj(prove-5, innocence-7)

advmod(taken-5, When-1)
auxpass(taken-5, was-2)
det(plum-pudding-4, the-3)
nsubjpass(taken-5, plum-pudding-4)
root(ROOT-0, taken-5)

det(deal-4, A-2)
amod(deal-4, great-3)
nsubjpass(taken-8, deal-4)
prep(deal-4, of-5)
pobj(of-5, it-6)
auxpass(taken-8, was-7)
ccomp(said-19, taken-8)
det(morning-10, this-9)
tmod(taken-8, morning-10)
mark(slept-16, while-12)
det(Men-15, the-13)
nn(Men-15, Wise-14)
nsubj(slept-16, Men-15)
advcl(taken-8, slept-16)
root(ROOT-0, said-19)
det(King-21, the-20)
nsubj(said-19, King-21)

advmod(thief-8, Then-2)
nsubj(thief-8, I-3)
aux(thief-8, can-4)
neg(thief-8, not-5)
cop(thief-8, be-6)
det(thief-8, the-7)
root(ROOT-0, thief-8)
parataxis(thief-8, replied-11)
det(Fox-13, the-12)
nsubj(replied-11, Fox-13)
mark(admit-19, as-16)
nsubj(admit-19, you-17)
aux(admit-19, will-18)
advcl(thief-8, admit-19)
advmod(heard-23, when-20)
nsubj(heard-23, you-21)
aux(heard-23, have-22)
advcl(admit-19, heard-23)
poss(story-25, my-24)
dobj(heard-23, story-25)

root(ROOT-0, Ah-2)

root(ROOT-0, Have-1)
nsubj(story-4, you-2)
det(story-4, a-3)
xcomp(Have-1, story-4)
aux(tell-6, to-5)
vmod(story-4, tell-6)

root(ROOT-0, inquired-1)
det(King-3, the-2)
dobj(inquired-1, King-3)
nsubj(loved-7, who-5)
advmod(loved-7, dearly-6)
rcmod(King-3, loved-7)
aux(hear-9, to-8)
xcomp(loved-7, hear-9)
dobj(hear-9, stories-10)

nsubj(story-6, It-2)
cop(story-6, is-3)
det(story-6, a-4)
amod(story-6, short-5)
root(ROOT-0, story-6)
poss(Majesty-9, your-8)
appos(story-6, Majesty-9)
cc(story-6, but-11)
nsubj(prove-14, it-12)
aux(prove-14, will-13)
conj(story-6, prove-14)
advmod(prove-14, clearly-15)
mark(taken-20, that-16)
nsubj(taken-20, I-17)
aux(taken-20, have-18)
neg(taken-20, not-19)
ccomp(prove-14, taken-20)
poss(pudding-22, your-21)
dobj(taken-20, pudding-22)

advmod(tell-3, Then-2)
ccomp(commanded-7, tell-3)
dobj(tell-3, it-4)
root(ROOT-0, commanded-7)
det(King-9, the-8)
nsubj(commanded-7, King-9)

nsubj(is-3, It-2)
root(ROOT-0, is-3)
advmod(is-3, far-4)
prep(far-4, from-5)
poss(wish-7, my-6)
pobj(from-5, wish-7)
aux(condemn-9, to-8)
vmod(wish-7, condemn-9)
det(one-11, any-10)
dobj(condemn-9, one-11)
nsubj(innocent-14, who-12)
cop(innocent-14, is-13)
rcmod(one-11, innocent-14)

det(Men-3, The-1)
nn(Men-3, Wise-2)
nsubj(placed-5, Men-3)
advmod(placed-5, then-4)
root(ROOT-0, placed-5)
dobj(placed-5, themselves-6)
prep(placed-5, in-7)
amod(positions-9, comfortable-8)
pobj(in-7, positions-9)
cc(placed-5, and-11)
det(King-13, the-12)
nsubj(crossed-14, King-13)
conj(placed-5, crossed-14)
poss(legs-16, his-15)
dobj(crossed-14, legs-16)
cc(crossed-14, and-17)
conj(crossed-14, put-18)
poss(hands-20, his-19)
dobj(put-18, hands-20)
prep(put-18, in-21)
poss(pockets-23, his-22)
pobj(in-21, pockets-23)
mark(sat-28, while-25)
det(Fox-27, the-26)
nsubj(sat-28, Fox-27)
advcl(crossed-14, sat-28)
prep(sat-28, before-29)
pobj(before-29, them-30)
prep(sat-28, on-31)
poss(haunches-33, his-32)
pobj(on-31, haunches-33)
cc(sat-28, and-34)
conj(sat-28, spoke-35)
mark(follows-37, as-36)
advcl(spoke-35, follows-37)
det(FOX-40, THE-39)
nsubj(STORY-42, FOX-40)
cop(STORY-42, 'S-41)
parataxis(placed-5, STORY-42)

nsubj(damp-6, It-2)
aux(damp-6, has-3)
cop(damp-6, been-4)
advmod(damp-6, unusually-5)
root(ROOT-0, damp-6)
prep(damp-6, in-7)
poss(den-9, my-8)
pobj(in-7, den-9)
prep(den-9, of-10)
pobj(of-10, late-11)
advmod(suffered-21, so-13)
mark(suffered-21, that-14)
preconj(family-17, both-15)
poss(family-17, my-16)
nsubj(suffered-21, family-17)
cc(family-17, and-18)
conj(family-17, myself-19)
aux(suffered-21, have-20)
advcl(damp-6, suffered-21)
advmod(suffered-21, much-22)

dep(became-4, First-1)
poss(wife-3, my-2)
nsubj(became-4, wife-3)
root(ROOT-0, became-4)
acomp(became-4, ill-5)
cc(became-4, and-7)
advmod(afflicted-11, then-8)
nsubjpass(afflicted-11, I-9)
auxpass(afflicted-11, was-10)
conj(became-4, afflicted-11)
prep(afflicted-11, with-12)
det(cold-15, a-13)
amod(cold-15, bad-14)
pobj(with-12, cold-15)
cc(became-4, and-17)
prep(settled-22, in-18)
det(cases-20, both-19)
pobj(in-18, cases-20)
nsubj(settled-22, it-21)
conj(became-4, settled-22)
prep(settled-22, in-23)
poss(throats-25, our-24)
pobj(in-23, throats-25)

advmod(began-13, Then-1)
poss(children-4, my-2)
num(children-4, four-3)
nsubj(began-13, children-4)
nsubj(all-8, who-6)
cop(all-8, are-7)
rcmod(children-4, all-8)
prep(all-8, of-9)
det(age-11, an-10)
pobj(of-9, age-11)
root(ROOT-0, began-13)
aux(complain-15, to-14)
xcomp(began-13, complain-15)
prep(complain-15, of-16)
amod(throats-18, sore-17)
pobj(of-16, throats-18)
advmod(became-24, so-20)
mark(became-24, that-21)
poss(den-23, my-22)
nsubj(became-24, den-23)
advcl(began-13, became-24)
det(hospital-27, a-25)
amod(hospital-27, regular-26)
xcomp(became-24, hospital-27)

nsubj(tried-3, We-2)
root(ROOT-0, tried-3)
predet(medicines-6, all-4)
det(medicines-6, the-5)
dobj(tried-3, medicines-6)
nsubj(knew-8, we-7)
rcmod(medicines-6, knew-8)
prep(knew-8, of-9)
cc(tried-3, but-11)
nsubj(did-13, they-12)
conj(tried-3, did-13)
neg(good-15, no-14)
dobj(did-13, good-15)
advmod(did-13, at-16)
pobj(at-16, all-17)

poss(wife-2, My-1)
nsubj(begged-4, wife-2)
advmod(begged-4, finally-3)
root(ROOT-0, begged-4)
dobj(begged-4, me-5)
aux(go-7, to-6)
xcomp(begged-4, go-7)
aux(consult-9, to-8)
xcomp(go-7, consult-9)
nn(Prairiedog-11, Doctor-10)
dobj(consult-9, Prairiedog-11)
nsubj(lives-14, who-13)
rcmod(Prairiedog-11, lives-14)
prep(lives-14, in-15)
det(hole-17, a-16)
pobj(in-15, hole-17)
prep(begged-4, in-18)
det(ground-20, the-19)
pobj(in-18, ground-20)
advmod(begged-4, away-21)
prep(away-21, toward-22)
det(south-24, the-23)
pobj(toward-22, south-24)

cc(said-5, So-1)
num(morning-3, one-2)
tmod(said-5, morning-3)
nsubj(said-5, I-4)
root(ROOT-0, said-5)
acomp(said-5, good-6)
prep(good-6, by-7)
pcomp(by-7, to-8)
poss(family-10, my-9)
pobj(to-8, family-10)
cc(said-5, and-11)
conj(said-5, ran-12)
advmod(ran-12, swiftly-13)
prep(ran-12, to-14)
advmod(lives-18, where-15)
det(doctor-17, the-16)
nsubj(lives-18, doctor-17)
pcomp(to-14, lives-18)

root(ROOT-0, Finding-2)
neg(one-4, no-3)
dobj(Finding-2, one-4)
prep(one-4, outside-5)
det(hole-7, the-6)
pobj(outside-5, hole-7)
prep(Finding-2, to-8)
dobj(apply-12, whom-9)
nsubj(apply-12, I-10)
aux(apply-12, might-11)
pcomp(to-8, apply-12)
prep(apply-12, for-13)
pobj(for-13, admission-14)
nsubj(walked-16, I-15)
ccomp(Finding-2, walked-16)
advmod(walked-16, boldly-17)
prep(walked-16, in-18)
cc(Finding-2, and-20)
aux(followed-22, having-21)
vmod(came-34, followed-22)
det(tunnel-27, a-23)
amod(tunnel-27, long-24)
amod(tunnel-27, dark-26)
dobj(followed-22, tunnel-27)
prep(tunnel-27, for-28)
det(distance-30, some-29)
pobj(for-28, distance-30)
nsubj(came-34, I-32)
advmod(came-34, suddenly-33)
